"","unique_id","no3_as_n_Original","no3_as_n","no3_as_n_Cens","no3_as_n_Qualifier","no3_as_n_Symbology","no2_n_mgl_Original","no2_n_mgl","no2_n_mgl_Cens","no2_n_mgl_Qualifier","no2_n_mgl_Symbology","total_n_mgl_Original","total_n_mgl","total_n_mgl_Cens","total_n_mgl_Qualifier","total_n_mgl_Symbology","cl_mg_l_Original","cl_mg_l","cl_mg_l_Cens","cl_mg_l_Qualifier","cl_mg_l_Symbology","br_mg_l_Original","br_mg_l","br_mg_l_Cens","br_mg_l_Qualifier","br_mg_l_Symbology","gwic_id","sample_date_time","lab_name","latitude","longitude","type","aquifer","aquifer_grouped","bg","pch","col","cex"
"1","259011_2022-09-13","0.65",0.65,FALSE,"",0.65,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"62.1",62.1,FALSE,"",62.1,"<0.05",0.05,TRUE,"",-1,"259011",2022-09-13 12:25:00,"City of Billings",45.75489,-108.72027,"STREAM",NA,"Stream","blue",21,"black",2
"2","259011_2023-02-07","3.2",3.2,FALSE,"",3.2,"<0.05",0.05,TRUE,"",-1,"3.2",3.2,FALSE,"",3.2,"74.27",74.27,FALSE,"",74.27,"0.36",0.36,FALSE,"",0.36,"259011",2023-02-07 11:00:00,"City of Billings",45.75489,-108.72027,"STREAM",NA,"Stream","blue",21,"black",2
"3","259011_2023-03-14","2.000",2,FALSE,"",2,"<0.050 U",0.05,TRUE," U",-1,"1.970",1.97,FALSE,"",1.97,"66.700",66.7,FALSE,"",66.7,"433.000",0.433,FALSE,"",433,"259011",2023-03-14 10:57:00,"MBMG",45.75489,-108.72027,"STREAM","","Stream","blue",21,"black",2
"4","259011_2023-04-11","1.54",1.54,FALSE,"",1.54,"0.04",0.04,FALSE,"",0.04,"1.58",1.58,FALSE,"",1.58,"72",72,FALSE,"",72,"0.5",0.5,FALSE,"",0.5,"259011",2023-04-11 11:02:00,"Energy Labs",45.75489,-108.72027,"STREAM",NA,"Stream","blue",21,"black",2
"5","259011_2023-06-09","0.2",0.2,FALSE,"",0.2,"<0.01",0.01,TRUE,"",-1,"0.21",0.21,FALSE,"",0.21,"33",33,FALSE,"",33,"0.1",0.1,FALSE,"",0.1,"259011",2023-06-09 11:00:00,"Energy Labs",45.75489,-108.72027,"STREAM",NA,"Stream","blue",21,"black",2
"6","259011_2023-08-03","0.17",0.17,FALSE,"",0.17,"<0.01",0.01,TRUE,"",-1,"0.17",0.17,FALSE,"",0.17,"10",10,FALSE,"",10,"<0.01",0.01,TRUE,"",-1,"259011",2023-08-03,"Energy Labs",45.75489,-108.72027,"STREAM",NA,"Stream","blue",21,"black",2
"7","259011_2023-08-29","0.120",0.12,FALSE,"",0.12,"<0.010 U",0.01,TRUE," U",-1,"<0.200 U",0.2,TRUE," U",-1,"9.370",9.37,FALSE,"",9.37,"41.000 J",0.041,FALSE," J",41,"259011",2023-08-29 12:23:00,"MBMG",45.75489,-108.72027,"STREAM","","Stream","blue",21,"black",2
"8","259011_2024-01-25","1.69",1.69,FALSE,"",1.69,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"66.1",66.1,FALSE,"",66.1,"0.336",0.336,FALSE,"",0.336,"259011",2024-01-25 08:50:00,"City of Billings",45.75489,-108.72027,"STREAM",NA,"Stream","blue",21,"black",2
"9","319268_2022-09-13","1.45",1.45,FALSE,"",1.45,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"49.9",49.9,FALSE,"",49.9,"<0.05",0.05,TRUE,"",-1,"319268",2022-09-13 11:44:00,"City of Billings",45.71976,-108.59643,"STREAM",NA,"Stream","blue",21,"black",2
"10","319268_2023-02-07","3.37",3.37,FALSE,"",3.37,"<0.05",0.05,TRUE,"",-1,"3.37",3.37,FALSE,"",3.37,"40.18",40.18,FALSE,"",40.18,"0.13",0.13,FALSE,"",0.13,"319268",2023-02-07 13:00:00,"City of Billings",45.71976,-108.59643,"STREAM",NA,"Stream","blue",21,"black",2
"11","319268_2023-03-14","3.420",3.42,FALSE,"",3.42,"0.050",0.05,FALSE,"",0.05,"3.140",3.14,FALSE,"",3.14,"49.630",49.63,FALSE,"",49.63,"181.000",0.181,FALSE,"",181,"319268",2023-03-14 11:49:00,"MBMG",45.71976,-108.59643,"STREAM","","Stream","blue",21,"black",2
"12","319268_2023-04-11","2.1",2.1,FALSE,"",2.1,"0.04",0.04,FALSE,"",0.04,"2.14",2.14,FALSE,"",2.14,"45",45,FALSE,"",45,"0.2",0.2,FALSE,"",0.2,"319268",2023-04-11 13:33:00,"Energy Labs",45.71976,-108.59643,"STREAM",NA,"Stream","blue",21,"black",2
"13","319268_2023-06-09","0.34",0.34,FALSE,"",0.34,"0.01",0.01,FALSE,"",0.01,"0.35",0.35,FALSE,"",0.35,"15",15,FALSE,"",15,"<0.01",0.01,TRUE,"",-1,"319268",2023-06-09 12:00:00,"Energy Labs",45.71976,-108.59643,"STREAM",NA,"Stream","blue",21,"black",2
"14","319268_2023-08-03","0.37",0.37,FALSE,"",0.37,"<0.01",0.01,TRUE,"",-1,"0.37",0.37,FALSE,"",0.37,"9.0",9,FALSE,"",9,"<0.01",0.01,TRUE,"",-1,"319268",2023-08-03,"Energy Labs",45.71976,-108.59643,"STREAM",NA,"Stream","blue",21,"black",2
"15","319268_2023-08-29","0.240",0.24,FALSE,"",0.24,"<0.010 U",0.01,TRUE," U",-1,"0.280",0.28,FALSE,"",0.28,"8.080",8.08,FALSE,"",8.08,"<10.000 U",0.01,TRUE," U",-1,"319268",2023-08-29 11:38:00,"MBMG",45.71976,-108.59643,"STREAM","","Stream","blue",21,"black",2
"16","319268_2024-01-25","3.44",3.44,FALSE,"",3.44,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"39.5",39.5,FALSE,"",39.5,"0.168",0.168,FALSE,"",0.168,"319268",2024-01-25 09:30:00,"City of Billings",45.71976,-108.59643,"STREAM",NA,"Stream","blue",21,"black",2
"17","319294_2022-09-20","0.36",0.36,FALSE,"",0.36,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"10.2",10.2,FALSE,"",10.2,"<0.05",0.05,TRUE,"",-1,"319294",2022-09-20 13:48:00,"City of Billings",45.78931,-108.52755,"STREAM",NA,"Stream","blue",21,"black",2
"18","319294_2023-03-14","0.960",0.96,FALSE,"",0.96,"0.050 J",0.05,FALSE," J",0.05,"0.920",0.92,FALSE,"",0.92,"48.380",48.38,FALSE,"",48.38,"70.000",0.07,FALSE,"",70,"319294",2023-03-14 13:58:00,"MBMG",45.78931,-108.52755,"STREAM","","Stream","blue",21,"black",2
"19","319294_2023-08-29","0.580",0.58,FALSE,"",0.58,"<0.010 U",0.01,TRUE," U",-1,"0.620",0.62,FALSE,"",0.62,"11.890",11.89,FALSE,"",11.89,"45.000 J",0.045,FALSE," J",45,"319294",2023-08-29 08:34:00,"MBMG",45.78931,-108.52755,"STREAM","","Stream","blue",21,"black",2
"20","319244_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"8.4",8.4,FALSE,"",8.4,"<0.05",0.05,TRUE,"",-1,"319244",2022-09-20 09:19:00,"City of Billings",45.79543,-108.52366,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"21","319244_2023-08-31","0.040 J",0.04,FALSE," J",0.04,"<0.010 U",0.01,TRUE," U",-1,"<0.200 U",0.2,TRUE," U",-1,"6.600",6.6,FALSE,"",6.6,"<10.000 U",0.01,TRUE," U",-1,"319244",2023-08-31 14:25:00,"MBMG",45.79543,-108.52366,"DITCH OR CANAL","","Canal","purple",21,"black",2
"22","319248_2023-03-20","2.0",2,FALSE,"",2,"0.03",0.03,FALSE,"",0.03,"2.03",2.03,FALSE,"",2.03,"25",25,FALSE,"",25,"<0.01",0.01,TRUE,"",-1,"319248",2023-03-20 11:26:00,"Energy Labs",45.69711,-108.67862,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"23","319250_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"10.5",10.5,FALSE,"",10.5,"<0.05",0.05,TRUE,"",-1,"319250",2022-09-20 11:30:00,"City of Billings",45.76189,-108.72009,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"24","319253_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"11.3",11.3,FALSE,"",11.3,"<0.05",0.05,TRUE,"",-1,"319253",2022-09-20 12:01:00,"City of Billings",45.79688,-108.63175,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"25","319254_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"9.38",9.38,FALSE,"",9.38,"<0.05",0.05,TRUE,"",-1,"319254",2022-09-20 12:27:00,"City of Billings",45.7904,-108.62184,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"26","319255_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"10.3",10.3,FALSE,"",10.3,"<0.05",0.05,TRUE,"",-1,"319255",2022-09-20 12:08:00,"City of Billings",45.79401,-108.63169,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"27","319431_2022-09-13","1.6",1.6,FALSE,"",1.6,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"53.8",53.8,FALSE,"",53.8,"<0.05",0.05,TRUE,"",-1,"319431",2022-09-13 11:08:00,"City of Billings",45.7405,-108.56667,"DRAIN",NA,"Canal","purple",21,"black",2
"28","319431_2023-01-04","5.15",5.15,FALSE,"",5.15,"<0.05",0.05,TRUE,"",-1,"5.15",5.15,FALSE,"",5.15,"49.1",49.1,FALSE,"",49.1,"<0.05",0.05,TRUE,"",-1,"319431",2023-01-04 12:23:00,"City of Billings",45.7405,-108.56667,"DRAIN",NA,"Canal","purple",21,"black",2
"29","319431_2023-03-02","3.14",3.14,FALSE,"",3.14,"0.02",0.02,FALSE,"",0.02,"3.16",3.16,FALSE,"",3.16,"56",56,FALSE,"",56,"0.1",0.1,FALSE,"",0.1,"319431",2023-03-02 13:12:00,"Energy Labs",45.7405,-108.56667,"DRAIN",NA,"Canal","purple",21,"black",2
"30","319431_2023-03-14","5.840",5.84,FALSE,"",5.84,"0.050 J",0.05,FALSE," J",0.05,"5.290",5.29,FALSE,"",5.29,"61.860",61.86,FALSE,"",61.86,"160.000",0.16,FALSE,"",160,"319431",2023-03-14 12:22:00,"MBMG",45.7405,-108.56667,"DRAIN","","Canal","purple",21,"black",2
"31","319431_2023-04-11","4.58",4.58,FALSE,"",4.58,"0.03",0.03,FALSE,"",0.03,"4.61",4.61,FALSE,"",4.61,"53",53,FALSE,"",53,"0.2",0.2,FALSE,"",0.2,"319431",2023-04-11 13:12:00,"Energy Labs",45.7405,-108.56667,"DRAIN",NA,"Canal","purple",21,"black",2
"32","319431_2023-05-09","1.78",1.78,FALSE,"",1.78,"0.01",0.01,FALSE,"",0.01,"1.79",1.79,FALSE,"",1.79,"56",56,FALSE,"",56,"0.1",0.1,FALSE,"",0.1,"319431",2023-05-09 12:33:00,"Energy Labs",45.7405,-108.56667,"DRAIN",NA,"Canal","purple",21,"black",2
"33","319431_2023-07-06","0.62",0.62,FALSE,"",0.62,"<0.01",0.01,TRUE,"",-1,"0.62",0.62,FALSE,"",0.62,"10",10,FALSE,"",10,"<0.01",0.01,TRUE,"",-1,"319431",2023-07-06 14:32:00,"Energy Labs",45.7405,-108.56667,"DRAIN",NA,"Canal","purple",21,"black",2
"34","319431_2023-08-29","0.360",0.36,FALSE,"",0.36,"<0.010 U",0.01,TRUE," U",-1,"0.400",0.4,FALSE,"",0.4,"12.320",12.32,FALSE,"",12.32,"45.000 J",0.045,FALSE," J",45,"319431",2023-08-29 11:00:00,"MBMG",45.7405,-108.56667,"DRAIN","","Canal","purple",21,"black",2
"35","319431_2024-01-25","6.73",6.73,FALSE,"",6.73,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"96.8",96.8,FALSE,"",96.8,"0.18",0.18,FALSE,"",0.18,"319431",2024-01-25 10:00:00,"City of Billings",45.7405,-108.56667,"DRAIN",NA,"Canal","purple",21,"black",2
"36","319432_2022-09-13","0.7",0.7,FALSE,"",0.7,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"49",49,FALSE,"",49,"<0.05",0.05,TRUE,"",-1,"319432",2022-09-13 10:45:00,"City of Billings",45.74604,-108.59832,"DRAIN",NA,"Canal","purple",21,"black",2
"37","319433_2022-09-20","0.24",0.24,FALSE,"",0.24,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"8.22",8.22,FALSE,"",8.22,"<0.05",0.05,TRUE,"",-1,"319433",2022-09-20 10:55:00,"City of Billings",45.68271,-108.70954,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"38","319433_2023-03-20","4.02",4.02,FALSE,"",4.02,"0.01",0.01,FALSE,"",0.01,"4.03",4.03,FALSE,"",4.03,"23",23,FALSE,"",23,"<0.01",0.01,TRUE,"",-1,"319433",2023-03-20 11:17:00,"energy Labs",45.68271,-108.70954,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"39","319434_2022-09-13","7.05",7.05,FALSE,"",7.05,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"102.8",102.8,FALSE,"",102.8,"<0.05",0.05,TRUE,"",-1,"319434",2022-09-13 10:17:00,"City of Billings",45.75354,-108.5099,"DRAIN",NA,"Canal","purple",21,"black",2
"40","319434_2023-03-14","3.490",3.49,FALSE,"",3.49,"0.060",0.06,FALSE,"",0.06,"3.250",3.25,FALSE,"",3.25,"50.120",50.12,FALSE,"",50.12,"146.000",0.146,FALSE,"",146,"319434",2023-03-14 15:56:00,"MBMG",45.75354,-108.5099,"DRAIN","","Canal","purple",21,"black",2
"41","319434_2023-08-29","1.700",1.7,FALSE,"",1.7,"0.030 J",0.03,FALSE," J",0.03,"1.660",1.66,FALSE,"",1.66,"23.030",23.03,FALSE,"",23.03,"82.000",0.082,FALSE,"",82,"319434",2023-08-29 10:21:00,"MBMG",45.75354,-108.5099,"DRAIN","","Canal","purple",21,"black",2
"42","319445_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"8.8",8.8,FALSE,"",8.8,"<0.05",0.05,TRUE,"",-1,"319445",2022-09-20 13:23:00,"City of Billings",45.79128,-108.53305,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"43","319912_2022-09-13","0.2",0.2,FALSE,"",0.2,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"39.6",39.6,FALSE,"",39.6,"<0.05",0.05,TRUE,"",-1,"319912",2022-09-13 13:40:00,"City of Billings",45.78282,-108.58473,"DRAIN",NA,"Canal","purple",21,"black",2
"44","321057_2022-09-13","0.8",0.8,FALSE,"",0.8,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"51.2",51.2,FALSE,"",51.2,"<0.05",0.05,TRUE,"",-1,"321057",2022-09-13 12:53:00,"City of Billings",45.76213,-108.65747,"DRAIN",NA,"Canal","purple",21,"black",2
"45","321057_2023-01-04","10.5",10.5,FALSE,"",10.5,"<0.05",0.05,TRUE,"",-1,"10.5",10.5,FALSE,"",10.5,"76.75",76.75,FALSE,"",76.75,"0.35",0.35,FALSE,"",0.35,"321057",2023-01-04 11:52:00,"City of Billings",45.76213,-108.65747,"DRAIN",NA,"Canal","purple",21,"black",2
"46","321057_2023-03-02","2.66",2.66,FALSE,"",2.66,"<0.01",0.01,TRUE,"",-1,"2.66",2.66,FALSE,"",2.66,"26",26,FALSE,"",26,"0.2",0.2,FALSE,"",0.2,"321057",2023-03-02 11:28:00,"Energy Labs",45.76213,-108.65747,"DRAIN",NA,"Canal","purple",21,"black",2
"47","321057_2023-03-14","9.200",9.2,FALSE,"",9.2,"0.210 J",0.21,FALSE," J",0.21,"8.330",8.33,FALSE,"",8.33,"69.890",69.89,FALSE,"",69.89,"515.000",0.515,FALSE,"",515,"321057",2023-03-14 10:19:00,"MBMG",45.76213,-108.65747,"DRAIN","","Canal","purple",21,"black",2
"48","321057_2023-04-11","7.51",7.51,FALSE,"",7.51,"0.04",0.04,FALSE,"",0.04,"7.55",7.55,FALSE,"",7.55,"64",64,FALSE,"",64,"0.5",0.5,FALSE,"",0.5,"321057",2023-04-11 11:25:00,"Energy Labs",45.76213,-108.65747,"DRAIN",NA,"Canal","purple",21,"black",2
"49","321057_2023-05-09","8.6",8.6,FALSE,"",8.6,"0.05",0.05,FALSE,"",0.05,"8.6",8.6,FALSE,"",8.6,"72",72,FALSE,"",72,"1.7",1.7,FALSE,"",1.7,"321057",2023-05-09 11:24:00,"Energy Labs",45.76213,-108.65747,"DRAIN",NA,"Canal","purple",21,"black",2
"50","321057_2023-07-06","0.86",0.86,FALSE,"",0.86,"<0.01",0.01,TRUE,"",-1,"0.86",0.86,FALSE,"",0.86,"11",11,FALSE,"",11,"<0.01",0.01,TRUE,"",-1,"321057",2023-07-06 12:30:00,"Energy Labs",45.76213,-108.65747,"DRAIN",NA,"Canal","purple",21,"black",2
"51","321057_2023-08-29","1.830",1.83,FALSE,"",1.83,"0.030 J",0.03,FALSE," J",0.03,"1.780",1.78,FALSE,"",1.78,"22.890",22.89,FALSE,"",22.89,"119.000",0.119,FALSE,"",119,"321057",2023-08-29 12:55:00,"MBMG",45.76213,-108.65747,"DRAIN","","Canal","purple",21,"black",2
"52","321379_2022-09-20","1.24",1.24,FALSE,"",1.24,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"26.3",26.3,FALSE,"",26.3,"<0.05",0.05,TRUE,"",-1,"321379",2022-09-20 13:31:00,"City of Billings",45.79098,-108.52913,"DRAIN",NA,"Canal","purple",21,"black",2
"53","321795_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"8.32",8.32,FALSE,"",8.32,"<0.05",0.05,TRUE,"",-1,"321795",2022-09-20 11:22:00,"City of Billings",45.76598,-108.72029,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"54","322293_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"8.2",8.2,FALSE,"",8.2,"<0.05",0.05,TRUE,"",-1,"322293",2022-09-20 10:09:00,"City of Billings",45.74845,-108.59669,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"55","322294_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"8.4",8.4,FALSE,"",8.4,"<0.05",0.05,TRUE,"",-1,"322294",2022-09-20 10:42:00,"City of Billings",45.66825,-108.70229,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
"56","322294_2023-08-31","0.050 J",0.05,FALSE," J",0.05,"<0.010 U",0.01,TRUE," U",-1,"<0.200 U",0.2,TRUE," U",-1,"6.660",6.66,FALSE,"",6.66,"<10.000 U",0.01,TRUE," U",-1,"322294",2023-08-31 12:30:00,"MBMG",45.66825,-108.70229,"DITCH OR CANAL","","Canal","purple",21,"black",2
"57","322447_2022-09-13","0.6",0.6,FALSE,"",0.6,"0.3",0.3,FALSE,"",0.3,NA,NA,FALSE,NA,NA,"92.6",92.6,FALSE,"",92.6,"0.2",0.2,FALSE,"",0.2,"322447",2022-09-13 10:00:00,"City of Billings",45.76987,-108.49165,"DRAIN",NA,"Canal","purple",21,"black",2
"58","322447_2023-03-14","0.910",0.91,FALSE,"",0.91,"0.130",0.13,FALSE,"",0.13,"1.850",1.85,FALSE,"",1.85,"161.000",161,FALSE,"",161,"230.000",0.23,FALSE,"",230,"322447",2023-03-14 09:28:00,"MBMG",45.76987,-108.49165,"DRAIN","","Canal","purple",21,"black",2
"59","322447_2023-08-29","0.640",0.64,FALSE,"",0.64,"0.050 J",0.05,FALSE," J",0.05,"0.730",0.73,FALSE,"",0.73,"17.980",17.98,FALSE,"",17.98,"59.000",0.059,FALSE,"",59,"322447",2023-08-29 15:54:00,"MBMG",45.76987,-108.49165,"DRAIN","","Canal","purple",21,"black",2
"60","322448_2022-09-13","0.15",0.15,FALSE,"",0.15,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"40.2",40.2,FALSE,"",40.2,"<0.05",0.05,TRUE,"",-1,"322448",2022-09-13 13:10:00,"City of Billings",45.76918,-108.61791,"DRAIN",NA,"Canal","purple",21,"black",2
"61","322448_2023-03-14","4.600",4.6,FALSE,"",4.6,"0.060",0.06,FALSE,"",0.06,"3.930",3.93,FALSE,"",3.93,"60.000",60,FALSE,"",60,"112.000",0.112,FALSE,"",112,"322448",2023-03-14 15:49:00,"MBMG",45.76918,-108.61791,"DRAIN","","Canal","purple",21,"black",2
"62","322448_2023-08-29","0.120",0.12,FALSE,"",0.12,"<0.010 U",0.01,TRUE," U",-1,"0.210",0.21,FALSE,"",0.21,"8.560",8.56,FALSE,"",8.56,"<10.000 U",0.01,TRUE," U",-1,"322448",2023-08-29 07:30:00,"MBMG",45.76918,-108.61791,"DRAIN","","Canal","purple",21,"black",2
"63","322681_2022-09-20","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"10.3",10.3,FALSE,"",10.3,"<0.05",0.05,TRUE,"",-1,"322681",2022-09-20 11:09:00,"City of Billings",45.71183,-108.72039,"DITCH OR CANAL",NA,"Canal","purple",21,"black",2
