"","unique_id","no3_as_n_Original","no3_as_n","no3_as_n_Cens","no3_as_n_Qualifier","no3_as_n_Symbology","no2_n_mgl_Original","no2_n_mgl","no2_n_mgl_Cens","no2_n_mgl_Qualifier","no2_n_mgl_Symbology","total_n_mgl_Original","total_n_mgl","total_n_mgl_Cens","total_n_mgl_Qualifier","total_n_mgl_Symbology","cl_mg_l_Original","cl_mg_l","cl_mg_l_Cens","cl_mg_l_Qualifier","cl_mg_l_Symbology","br_mg_l_Original","br_mg_l","br_mg_l_Cens","br_mg_l_Qualifier","br_mg_l_Symbology","gwic_id","sample_date_time","lab_name","latitude","longitude","type","aquifer","aquifer_grouped","bg","pch","col","cex"
"64","325490_2023-03-20","2.73",2.73,FALSE,"",2.73,"0.02",0.02,FALSE,"",0.02,"2.75",2.75,FALSE,"",2.75,"26",26,FALSE,"",26,"<0.01",0.01,TRUE,"",-1,"325490",2023-03-20 12:19:00,"Energy Labs",45.69694,-108.68209,"DRAIN",NA,"Canal","purple",21,"black",2
"65","320186_2022-09-13","9.1",9.1,FALSE,"",9.1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"101.3",101.3,FALSE,"",101.3,"<0.05",0.05,TRUE,"",-1,"320186",2022-09-13 14:35:00,"City of Billings",45.78051,-108.55337,"SPRING","112YRT3","Spring","yellow",24,"black",2
"66","320186_2023-01-04","4.58",4.58,FALSE,"",4.58,"<0.05",0.05,TRUE,"",-1,"4.58",4.58,FALSE,"",4.58,"33.38",33.38,FALSE,"",33.38,"<0.05",0.05,TRUE,"",-1,"320186",2023-01-04 13:18:00,"City of Billings",45.78051,-108.55337,"SPRING","112YRT3","Spring","yellow",24,"black",2
"67","320186_2023-03-02","4.55",4.55,FALSE,"",4.55,"<0.01",0.01,TRUE,"",-1,"4.55",4.55,FALSE,"",4.55,"29",29,FALSE,"",29,"<0.01",0.01,TRUE,"",-1,"320186",2023-03-02 10:47:00,"Energy Labs",45.78051,-108.55337,"SPRING","112YRT3","Spring","yellow",24,"black",2
"68","320186_2023-03-14","4.680",4.68,FALSE,"",4.68,"<0.010 U",0.01,TRUE," U",-1,"4.240",4.24,FALSE,"",4.24,"34.620",34.62,FALSE,"",34.62,"106.000",0.106,FALSE,"",106,"320186",2023-03-14 14:29:00,"MBMG",45.78051,-108.55337,"SPRING","112YRT3","Spring","yellow",24,"black",2
"69","320186_2023-04-11","4.69",4.69,FALSE,"",4.69,"<0.01",0.01,TRUE,"",-1,"4.69",4.69,FALSE,"",4.69,"31",31,FALSE,"",31,"<0.01",0.01,TRUE,"",-1,"320186",2023-04-11 12:27:00,"Energy Labs",45.78051,-108.55337,"SPRING","112YRT3","Spring","yellow",24,"black",2
"70","320186_2023-05-09","4.21",4.21,FALSE,"",4.21,"<0.01",0.01,TRUE,"",-1,"4.21",4.21,FALSE,"",4.21,"28",28,FALSE,"",28,"<0.01",0.01,TRUE,"",-1,"320186",2023-05-09 09:41:00,"Energy Labs",45.78051,-108.55337,"SPRING","112YRT3","Spring","yellow",24,"black",2
"71","320186_2023-07-06","3.98",3.98,FALSE,"",3.98,"<0.01",0.01,TRUE,"",-1,"3.98",3.98,FALSE,"",3.98,"29",29,FALSE,"",29,"<0.01",0.01,TRUE,"",-1,"320186",2023-07-06 13:00:00,"Energy Labs",45.78051,-108.55337,"SPRING","112YRT3","Spring","yellow",24,"black",2
"72","320186_2023-08-29","1.990",1.99,FALSE,"",1.99,"0.030 J",0.03,FALSE," J",0.03,"2.040",2.04,FALSE,"",2.04,"20.240",20.24,FALSE,"",20.24,"60.000",0.06,FALSE,"",60,"320186",2023-08-29 09:20:00,"MBMG",45.78051,-108.55337,"SPRING","112YRT3","Spring","yellow",24,"black",2
"73","320186_2024-01-25","4.43",4.43,FALSE,"",4.43,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"33.5",33.5,FALSE,"",33.5,"<0.05",0.05,TRUE,"",-1,"320186",2024-01-25 10:20:00,"City of Billings",45.78051,-108.55337,"SPRING","112YRT3","Spring","yellow",24,"black",2
"74","10401_2022-10-27","1.75",1.75,FALSE,"",1.75,"0.05",0.05,FALSE,"",0.05,"1.8",1.8,FALSE,"",1.8,"10",10,FALSE,"",10,"<0.01",0.01,TRUE,"",-1,"10401",2022-10-27 13:00:00,"Energy Labs",45.7883,-108.6944,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"75","11502_2022-09-16","<0.05",0.05,TRUE,"",-1,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"78.4",78.4,FALSE,"",78.4,"0.22",0.22,FALSE,"",0.22,"11502",2022-09-16 11:05:00,"City of Billings",45.7921,-108.49851,"WELL","112YRT2","Quaternary","khaki3",22,"black",2
"76","120125_2022-09-29","4.56",4.56,FALSE,"",4.56,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"84.4",84.4,FALSE,"",84.4,"0.3",0.3,FALSE,"",0.3,"120125",2022-09-29 11:12:00,"City of Billings",45.764461,-108.511749,"WELL","111TRRC","Quaternary","khaki3",22,"black",2
"77","120314_2022-09-04","5.4",5.4,FALSE,"",5.4,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"22.7",22.7,FALSE,"",22.7,"<0.05",0.05,TRUE,"",-1,"120314",2022-09-04 22:45:00,"City of Billings",45.79576,-108.6121,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"78","121818_2022-09-15","8.68",8.68,FALSE,"",8.68,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"122.5",122.5,FALSE,"",122.5,"0.3",0.3,FALSE,"",0.3,"121818",2022-09-15 09:35:00,"City of Billings",45.77001,-108.54067,"WELL","112YRT2","Quaternary","khaki3",22,"black",2
"79","125039_2022-09-29","1.32",1.32,FALSE,"",1.32,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"13",13,FALSE,"",13,"<0.05",0.05,TRUE,"",-1,"125039",2022-09-29 10:18:00,"City of Billings",45.790456,-108.534084,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"80","130298_2022-10-27","1.35",1.35,FALSE,"",1.35,"<0.01",0.01,TRUE,"",-1,"1.35",1.35,FALSE,"",1.35,"51",51,FALSE,"",51,"0.1",0.1,FALSE,"",0.1,"130298",2022-10-27 09:37:00,"Energy Labs",45.791,-108.52684,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"81","130298_2023-01-04","0.26",0.26,FALSE,"",0.26,"<0.05",0.05,TRUE,"",-1,"0.26",0.26,FALSE,"",0.26,"440.75",440.75,FALSE,"",440.75,"0.09",0.09,FALSE,"",0.09,"130298",2023-01-04 10:30:00,"City of Billings",45.791,-108.52684,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"82","130298_2023-03-02","0.3",0.3,FALSE,"",0.3,"<0.01",0.01,TRUE,"",-1,"0.3",0.3,FALSE,"",0.3,"154",154,FALSE,"",154,"<0.01",0.01,TRUE,"",-1,"130298",2023-03-02 10:30:00,"Energy Labs",45.791,-108.52684,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"83","130298_2023-03-22","0.780",0.78,FALSE,"",0.78,"<0.010 U",0.01,TRUE," U",-1,"0.700",0.7,FALSE,"",0.7,"50.830",50.83,FALSE,"",50.83,"72.000",0.072,FALSE,"",72,"130298",2023-03-22 17:58:00,"MBMG",45.791,-108.52684,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"84","130298_2023-05-09","0.65",0.65,FALSE,"",0.65,"0.01",0.01,FALSE,"",0.01,"0.66",0.66,FALSE,"",0.66,"72",72,FALSE,"",72,"<0.01",0.01,TRUE,"",-1,"130298",2023-05-09 10:00:00,"Energy Labs",45.791,-108.52684,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"85","130298_2023-07-06","0.68",0.68,FALSE,"",0.68,"<0.01",0.01,TRUE,"",-1,"0.68",0.68,FALSE,"",0.68,"99",99,FALSE,"",99,"<0.01",0.01,TRUE,"",-1,"130298",2023-07-06 10:05:00,"Energy Labs",45.791,-108.52684,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"86","130298_2023-08-30","1.580",1.58,FALSE,"",1.58,"0.030 J",0.03,FALSE," J",0.03,"1.530",1.53,FALSE,"",1.53,"47.910",47.91,FALSE,"",47.91,"82.000",0.082,FALSE,"",82,"130298",2023-08-30 15:40:00,"MBMG",45.791,-108.52684,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"87","132564_2023-06-05","11.1",11.1,FALSE,"",11.1,"<0.01",0.01,TRUE,"",-1,"11.1",11.1,FALSE,"",11.1,"22",22,FALSE,"",22,"<0.01",0.01,TRUE,"",-1,"132564",2023-06-05 13:30:00,"Energy Labs",45.7122,-108.6373,"WELL","112TRRC","Quaternary","khaki3",22,"black",2
"88","132564_2023-09-13","10.320",10.32,FALSE,"",10.32,"<0.010 U",0.01,TRUE," U",-1,"8.450",8.45,FALSE,"",8.45,"22.540",22.54,FALSE,"",22.54,"82.000",0.082,FALSE,"",82,"132564",2023-09-13 16:00:00,"MBMG",45.7122,-108.6373,"WELL","112TRRC","Quaternary","khaki3",22,"black",2
"89","144832_2022-11-01","1.24",1.24,FALSE,"",1.24,"<0.01",0.01,TRUE,"",-1,"1.24",1.24,FALSE,"",1.24,"7.0",7,FALSE,"",7,"<0.01",0.01,TRUE,"",-1,"144832",2022-11-01 15:28:00,"Energy Labs",45.73325,-108.6268,"WELL","112YRT2","Quaternary","khaki3",22,"black",2
"90","150052_2022-10-27","4.31",4.31,FALSE,"",4.31,"<0.01",0.01,TRUE,"",-1,"4.31",4.31,FALSE,"",4.31,"51",51,FALSE,"",51,"0.3",0.3,FALSE,"",0.3,"150052",2022-10-27 13:20:00,"Energy Labs",45.7955,-108.68514,"WELL","111ALVF","Quaternary","khaki3",22,"black",2
"91","150052_2023-02-07","2.38",2.38,FALSE,"",2.38,"<0.05",0.05,TRUE,"",-1,"2.38",2.38,FALSE,"",2.38,"49.7",49.7,FALSE,"",49.7,"0.3",0.3,FALSE,"",0.3,"150052",2023-02-07 09:27:00,"City of Billings",45.7955,-108.68514,"WELL","111ALVF","Quaternary","khaki3",22,"black",2
"92","150052_2023-03-22","2.060",2.06,FALSE,"",2.06,"<0.050 U",0.05,TRUE," U",-1,"1.930",1.93,FALSE,"",1.93,"45.330",45.33,FALSE,"",45.33,"353.000",0.353,FALSE,"",353,"150052",2023-03-22 18:49:00,"MBMG",45.7955,-108.68514,"WELL","111ALVF","Quaternary","khaki3",22,"black",2
"93","150052_2023-06-09","2.23",2.23,FALSE,"",2.23,"<0.01",0.01,TRUE,"",-1,"2.23",2.23,FALSE,"",2.23,"41",41,FALSE,"",41,"0.3",0.3,FALSE,"",0.3,"150052",2023-06-09 09:20:00,"Energy Labs",45.7955,-108.68514,"WELL","111ALVF","Quaternary","khaki3",22,"black",2
"94","150052_2023-08-03","3.06",3.06,FALSE,"",3.06,"<0.01",0.01,TRUE,"",-1,"3.06",3.06,FALSE,"",3.06,"56",56,FALSE,"",56,"0.3",0.3,FALSE,"",0.3,"150052",2023-08-03,"Energy Labs",45.7955,-108.68514,"WELL","111ALVF","Quaternary","khaki3",22,"black",2
"95","150052_2023-08-30","2.960",2.96,FALSE,"",2.96,"<0.050 U",0.05,TRUE," U",-1,"2.670",2.67,FALSE,"",2.67,"50.280",50.28,FALSE,"",50.28,"344.000",0.344,FALSE,"",344,"150052",2023-08-30 17:24:00,"MBMG",45.7955,-108.68514,"WELL","111ALVF","Quaternary","khaki3",22,"black",2
"96","158589_2023-03-24","11.120",11.12,FALSE,"",11.12,"<0.010 U",0.01,TRUE," U",-1,"8.970",8.97,FALSE,"",8.97,"140.100",140.1,FALSE,"",140.1,"156.000",0.156,FALSE,"",156,"158589",2023-03-24 13:50:00,"MBMG",45.705102,-108.644155,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"97","158589_2023-08-31","14.350",14.35,FALSE,"",14.35,"<0.010 U",0.01,TRUE," U",-1,"12.300",12.3,FALSE,"",12.3,"136.600",136.6,FALSE,"",136.6,"135.000",0.135,FALSE,"",135,"158589",2023-08-31 11:00:00,"MBMG",45.705102,-108.644155,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"98","158590_2022-09-01","0.65",0.65,FALSE,"",0.65,"<0.05",0.05,TRUE,"",-1,"0.65",0.65,FALSE,"",0.65,"11.05",11.05,FALSE,"",11.05,"<0.05",0.05,TRUE,"",-1,"158590",2022-09-01 10:44:00,"City of Billings",45.76429,-108.68169,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"99","158590_2022-10-03","0.75",0.75,FALSE,"",0.75,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"11.8",11.8,FALSE,"",11.8,"0.07",0.07,FALSE,"",0.07,"158590",2022-10-03 13:50:00,"City of Billings",45.76429,-108.68169,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"100","158590_2023-02-07","4.33",4.33,FALSE,"",4.33,"<0.05",0.05,TRUE,"",-1,"4.33",4.33,FALSE,"",4.33,"25.45",25.45,FALSE,"",25.45,"0.19",0.19,FALSE,"",0.19,"158590",2023-02-07 10:17:00,"City of Billings",45.76429,-108.68169,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"101","158590_2023-03-23","4.340",4.34,FALSE,"",4.34,"<0.050 U",0.05,TRUE," U",-1,"4.070",4.07,FALSE,"",4.07,"24.300",24.3,FALSE,"",24.3,"302.000",0.302,FALSE,"",302,"158590",2023-03-23 17:34:00,"MBMG",45.76429,-108.68169,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"102","158590_2023-06-09","1.3",1.3,FALSE,"",1.3,"<0.01",0.01,TRUE,"",-1,"1.3",1.3,FALSE,"",1.3,"26",26,FALSE,"",26,"0.2",0.2,FALSE,"",0.2,"158590",2023-06-09 10:20:00,"Energy Labs",45.76429,-108.68169,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"103","158590_2023-08-03","0.64",0.64,FALSE,"",0.64,"<0.01",0.01,TRUE,"",-1,"0.64",0.64,FALSE,"",0.64,"13",13,FALSE,"",13,"0.1",0.1,FALSE,"",0.1,"158590",2023-08-03,"Energy Labs",45.76429,-108.68169,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"104","158590_2023-08-30","0.590",0.59,FALSE,"",0.59,"<0.010 U",0.01,TRUE," U",-1,"0.610",0.61,FALSE,"",0.61,"15.220",15.22,FALSE,"",15.22,"139.000",0.139,FALSE,"",139,"158590",2023-08-30 18:30:00,"MBMG",45.76429,-108.68169,"WELL","111ALVM","Quaternary","khaki3",22,"black",2
"105","158606_2023-04-11","3.870",3.87,FALSE,"",3.87,"<0.010 U",0.01,TRUE," U",-1,"3.300",3.3,FALSE,"",3.3,"31.180",31.18,FALSE,"",31.18,"66.000",0.066,FALSE,"",66,"158606",2023-04-11 15:53:00,"MBMG",45.686049913,-108.726798007,"WELL","111TRRC","Quaternary","khaki3",22,"black",2
"106","160981_2022-09-29","5.64",5.64,FALSE,"",5.64,"<0.05",0.05,TRUE,"",-1,NA,NA,FALSE,NA,NA,"68.8",68.8,FALSE,"",68.8,"0.1",0.1,FALSE,"",0.1,"160981",2022-09-29 12:06:00,"City of Billings",45.773296,-108.574729,"WELL","111TRRC","Quaternary","khaki3",22,"black",2
"107","171248_2022-10-26","0.02",0.02,FALSE,"",0.02,"0.04",0.04,FALSE,"",0.04,"0.06",0.06,FALSE,"",0.06,"24",24,FALSE,"",24,"0.4",0.4,FALSE,"",0.4,"171248",2022-10-26 14:13:00,"Energy Labs",45.72178,-108.6792,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"108","171251_2022-10-26","0.79",0.79,FALSE,"",0.79,"<0.01",0.01,TRUE,"",-1,"0.79",0.79,FALSE,"",0.79,"27",27,FALSE,"",27,"0.1",0.1,FALSE,"",0.1,"171251",2022-10-26 13:20:00,"Energy Labs",45.73322,-108.63839,"WELL","112YRT2","Quaternary","khaki3",22,"black",2
"109","171251_2023-04-10","0.640",0.64,FALSE,"",0.64,"<0.010 U",0.01,TRUE," U",-1,"0.550",0.55,FALSE,"",0.55,"25.960",25.96,FALSE,"",25.96,"117.000",0.117,FALSE,"",117,"171251",2023-04-10 18:37:00,"MBMG",45.73322,-108.63839,"WELL","112YRT2","Quaternary","khaki3",22,"black",2
"110","171251_2023-09-07","0.640",0.64,FALSE,"",0.64,"<0.010 U",0.01,TRUE," U",-1,"0.560",0.56,FALSE,"",0.56,"25.880",25.88,FALSE,"",25.88,"108.000",0.108,FALSE,"",108,"171251",2023-09-07 10:20:00,"MBMG",45.73322,-108.63839,"WELL","112YRT2","Quaternary","khaki3",22,"black",2
"111","171252_2022-10-26","4.49",4.49,FALSE,"",4.49,"<0.01",0.01,TRUE,"",-1,"4.49",4.49,FALSE,"",4.49,"107",107,FALSE,"",107,"0.2",0.2,FALSE,"",0.2,"171252",2022-10-26 13:02:00,"Energy Labs",45.73322,-108.63837,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"112","171252_2023-04-10","2.930",2.93,FALSE,"",2.93,"<0.050 U",0.05,TRUE," U",-1,"2.750",2.75,FALSE,"",2.75,"168.300",168.3,FALSE,"",168.3,"319.000",0.319,FALSE,"",319,"171252",2023-04-10 17:29:00,"MBMG",45.73322,-108.63837,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"113","171252_2023-09-07","5.290",5.29,FALSE,"",5.29,"<0.050 U",0.05,TRUE," U",-1,"4.920",4.92,FALSE,"",4.92,"114.000",114,FALSE,"",114,"283.000",0.283,FALSE,"",283,"171252",2023-09-07 10:20:00,"MBMG",45.73322,-108.63837,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"114","171253_2022-10-27","3.61",3.61,FALSE,"",3.61,"0.04",0.04,FALSE,"",0.04,"3.65",3.65,FALSE,"",3.65,"10",10,FALSE,"",10,"<0.01",0.01,TRUE,"",-1,"171253",2022-10-27 11:46:00,"Energy Labs",45.69699,-108.65226,"WELL","110YRT1","Quaternary","khaki3",22,"black",2
"115","171253_2023-03-24","3.140",3.14,FALSE,"",3.14,"0.050",0.05,FALSE,"",0.05,"2.660",2.66,FALSE,"",2.66,"8.650",8.65,FALSE,"",8.65,"77.000",0.077,FALSE,"",77,"171253",2023-03-24 18:30:00,"MBMG",45.69699,-108.65226,"WELL","110YRT1","Quaternary","khaki3",22,"black",2
"116","171253_2023-08-31","2.800",2.8,FALSE,"",2.8,"0.060",0.06,FALSE,"",0.06,"2.510",2.51,FALSE,"",2.51,"13.180",13.18,FALSE,"",13.18,"86.000",0.086,FALSE,"",86,"171253",2023-08-31 18:00:00,"MBMG",45.69699,-108.65226,"WELL","110YRT1","Quaternary","khaki3",22,"black",2
"117","171258_2022-10-27","3.1",3.1,FALSE,"",3.1,"<0.01",0.01,TRUE,"",-1,"3.1",3.1,FALSE,"",3.1,"17",17,FALSE,"",17,"0.1",0.1,FALSE,"",0.1,"171258",2022-10-27 14:06:00,"Energy Labs",45.72025,-108.5968,"WELL","112YRT2","Quaternary","khaki3",22,"black",2
"118","171258_2023-08-31","2.420",2.42,FALSE,"",2.42,"<0.010 U",0.01,TRUE," U",-1,"2.230",2.23,FALSE,"",2.23,"20.080",20.08,FALSE,"",20.08,"107.000",0.107,FALSE,"",107,"171258",2023-08-31 16:00:00,"MBMG",45.72025,-108.5968,"WELL","112YRT2","Quaternary","khaki3",22,"black",2
"119","171349_2022-10-27","11.7",11.7,FALSE,"",11.7,"<0.01",0.01,TRUE,"",-1,"11.7",11.7,FALSE,"",11.7,"67",67,FALSE,"",67,"0.5",0.5,FALSE,"",0.5,"171349",2022-10-27 13:31:00,"Energy Labs",45.79667700075,-108.6863011745,"WELL","112TRRC","Quaternary","khaki3",22,"black",2
"120","171349_2023-02-07","9.97",9.97,FALSE,"",9.97,"<0.05",0.05,TRUE,"",-1,"9.97",9.97,FALSE,"",9.97,"61.1",61.1,FALSE,"",61.1,"0.48",0.48,FALSE,"",0.48,"171349",2023-02-07 09:35:00,"City of Billings",45.79667700075,-108.6863011745,"WELL","112TRRC","Quaternary","khaki3",22,"black",2
"121","171349_2023-03-22","8.850",8.85,FALSE,"",8.85,"<0.050 U",0.05,TRUE," U",-1,"8.000",8,FALSE,"",8,"62.640",62.64,FALSE,"",62.64,"497.000",0.497,FALSE,"",497,"171349",2023-03-22 07:26:00,"MBMG",45.79667700075,-108.6863011745,"WELL","112TRRC","Quaternary","khaki3",22,"black",2
"122","171349_2023-06-09","9.35",9.35,FALSE,"",9.35,"<0.01",0.01,TRUE,"",-1,"9.35",9.35,FALSE,"",9.35,"54",54,FALSE,"",54,"0.4",0.4,FALSE,"",0.4,"171349",2023-06-09 09:40:00,"Energy Labs",45.79667700075,-108.6863011745,"WELL","112TRRC","Quaternary","khaki3",22,"black",2
"123","171349_2023-08-03","9.26",9.26,FALSE,"",9.26,"0.33",0.33,FALSE,"",0.33,"9.59",9.59,FALSE,"",9.59,"55",55,FALSE,"",55,"0.4",0.4,FALSE,"",0.4,"171349",2023-08-03,"Energy Labs",45.79667700075,-108.6863011745,"WELL","112TRRC","Quaternary","khaki3",22,"black",2
"124","171349_2023-08-30","7.460",7.46,FALSE,"",7.46,"0.440",0.44,FALSE,"",0.44,"7.730",7.73,FALSE,"",7.73,"55.760",55.76,FALSE,"",55.76,"431.000",0.431,FALSE,"",431,"171349",2023-08-30 16:45:00,"MBMG",45.79667700075,-108.6863011745,"WELL","112TRRC","Quaternary","khaki3",22,"black",2
"125","185043_2022-10-26","0.1",0.1,FALSE,"",0.1,"<0.01",0.01,TRUE,"",-1,"0.1",0.1,FALSE,"",0.1,"136",136,FALSE,"",136,"0.3",0.3,FALSE,"",0.3,"185043",2022-10-26 11:50:00,"Energy Labs",45.7405,-108.62747,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
"126","185043_2023-03-29","0.340",0.34,FALSE,"",0.34,"<0.050 U",0.05,TRUE," U",-1,"<0.200 U",0.2,TRUE," U",-1,"124.000",124,FALSE,"",124,"356.000",0.356,FALSE,"",356,"185043",2023-03-29 14:33:00,"MBMG",45.7405,-108.62747,"WELL","112YRT3","Quaternary","khaki3",22,"black",2
